39476  #SUP: 1 #UTIL: 39
26661 39684  #SUP: 1 #UTIL: 697
41989 21408 3 25743 8167 43500 43408  #SUP: 1 #UTIL: 2173
15077 15234 38960 15264 21253 5666 13743 16977  #SUP: 1 #UTIL: 2174
26986 21502 20017 37348 39242 39465 39684  #SUP: 1 #UTIL: 2176
16485 5656 8946 15222 14827 4385 39189 39587 21781 39465 16292 39393 39610 39435 13743  #SUP: 1 #UTIL: 2177
19875 3807 11431 10535 28300 22053 31184 39451 4375 13756  #SUP: 1 #UTIL: 2177
38959 2488 3194 43872 16896 834 833 26149  #SUP: 1 #UTIL: 2181
39831  #SUP: 2 #UTIL: 78
10941 10937 10940 37445  #SUP: 1 #UTIL: 2184
17471 22972 17487 22971 8391 17488 17481 17490 21015  #SUP: 1 #UTIL: 2184
26274 26279 8130 35111 31235 8128  #SUP: 1 #UTIL: 2184
30234 5049 27275 10687  #SUP: 1 #UTIL: 2186
29397  #SUP: 2 #UTIL: 598
34849 29813  #SUP: 1 #UTIL: 2188
5795  #SUP: 2 #UTIL: 598
5795 43904 43913  #SUP: 1 #UTIL: 584
5795 14276 15377 43902 14267 39155 44123 39686  #SUP: 1 #UTIL: 1609
10138 17825 29187 14306 3330 18114  #SUP: 1 #UTIL: 2194
34032 21642 9239 39684 16975  #SUP: 1 #UTIL: 2194
38128 25689 25682 4415 38180 18412 44489  #SUP: 1 #UTIL: 2194
819 21791 39289 39684 39688  #SUP: 1 #UTIL: 2196
32301 28667 30263 9432  #SUP: 1 #UTIL: 2196
26483 42284 28495 8180 28493 28296 40164 2287 43545 8178 44522 8159 16894  #SUP: 1 #UTIL: 2198
26704 42145 43110 45425 32888 38673 26154 26149  #SUP: 1 #UTIL: 2202
36481 39527 39415 39396 39305 13718 39393 43803  #SUP: 1 #UTIL: 2204
817 30372 37445 22896 39687 39684  #SUP: 1 #UTIL: 2205
17467  #SUP: 2 #UTIL: 387
17467 28257 23038 8950 8946 30611 2239 16977  #SUP: 1 #UTIL: 1914
17467 8276  #SUP: 1 #UTIL: 291
30646  #SUP: 2 #UTIL: 327
30646 8674 3206 4742 28442 13749 39429  #SUP: 1 #UTIL: 2097
44973 34976 44971 31528 13866 10845 35549 34300 4385 39191 39687  #SUP: 1 #UTIL: 2207
12185  #SUP: 2 #UTIL: 200
12185 1957 19611 23195 19625 5645 5644  #SUP: 1 #UTIL: 1914
12185 39206  #SUP: 1 #UTIL: 300
25229 35723 17279 12877  #SUP: 1 #UTIL: 2214
41425 34156  #SUP: 1 #UTIL: 2214
42270 11288 33862 18354  #SUP: 1 #UTIL: 2214
2465 7912 10481  #SUP: 1 #UTIL: 2216
23398 23404 5343 27375 44428 21926 39433 21015 16967  #SUP: 1 #UTIL: 2221
24683 24871 4403 22318 4454 5302 36114 5666  #SUP: 1 #UTIL: 2221
3169  #SUP: 2 #UTIL: 498
3169 31177 1787  #SUP: 1 #UTIL: 816
3169 5715 20130  #SUP: 1 #UTIL: 1406
35486 39478 2287 44134 1784  #SUP: 1 #UTIL: 2223
3418 27458 15190 32877 11135  #SUP: 1 #UTIL: 2225
34068 2073  #SUP: 1 #UTIL: 2226
6332 20220 23188 3475 3477 2661 11135 43868 21738  #SUP: 1 #UTIL: 2227
32114  #SUP: 2 #UTIL: 198
35569 16709 29997 18562 21738 16967  #SUP: 1 #UTIL: 2230
35140  #SUP: 2 #UTIL: 778
35140 5694 3315  #SUP: 1 #UTIL: 986
36119  #SUP: 2 #UTIL: 658
36119 14738 45992 45997 14751  #SUP: 1 #UTIL: 877
5368 43500 10971 16881 39610 16985 16967  #SUP: 1 #UTIL: 2236
5457 8258 3623 8656  #SUP: 1 #UTIL: 2237
10134 30987 22298 32128 18495 22296 8126 8125 16967  #SUP: 1 #UTIL: 2239
26474 43745 39588 39428 39456 15457 39434 39359  #SUP: 1 #UTIL: 2239
16000  #SUP: 2 #UTIL: 838
16000 16025 13636  #SUP: 1 #UTIL: 1528
16000 7264 39241  #SUP: 1 #UTIL: 715
11879 26546 12294 24201 19635 39681  #SUP: 1 #UTIL: 2244
22255 24593 27772 31931 16976  #SUP: 1 #UTIL: 2245
5137 8041 8076 14582 43506 39435 39430 21738  #SUP: 1 #UTIL: 2248
12775 2347 21773 37438 23184 21775 43804 39684  #SUP: 1 #UTIL: 2248
14981 40603 11043 20389 15339 13713  #SUP: 1 #UTIL: 2254
36290 36291 5771 8543 41727 36116 16975  #SUP: 1 #UTIL: 2258
32747 186 36233 5451 5448 43550 36200 36203 39452 13743 16967  #SUP: 1 #UTIL: 2259
8210  #SUP: 2 #UTIL: 698
8210 1460 32236 37759 17493  #SUP: 1 #UTIL: 1465
79 108 35046 31535 46046 13696 2523 3669 31532 13710 39687 39481  #SUP: 1 #UTIL: 2262
11724 21771 39451 31047 39442 13749 43803 39419  #SUP: 1 #UTIL: 2263
1683  #SUP: 2 #UTIL: 1918
1683 505 13878  #SUP: 1 #UTIL: 1059
1683 16118 13914 6547  #SUP: 1 #UTIL: 1208
12809 31357 39683 43506 16977  #SUP: 1 #UTIL: 2268
36958 4934 21974 21281 22898 21348 8963 43943 16988 20479 11882  #SUP: 1 #UTIL: 2268
1036 1038 27294 30601 41819 30602 24461 30606 30611 19981 39687 39681  #SUP: 1 #UTIL: 2269
44709 2420 27559 11768 632 11844 11824 11783  #SUP: 1 #UTIL: 2269
5215 15474 7516 1773 19092 10984 44129 43746 36114  #SUP: 1 #UTIL: 2272
35037  #SUP: 4 #UTIL: 1276
35037 7761  #SUP: 1 #UTIL: 818
35037 36204  #SUP: 1 #UTIL: 818
35272 33837 35233 27263 5182  #SUP: 1 #UTIL: 2275
5212 19262 44187 44236 44237 44026 13475 19260 39431 39419 21736 39430  #SUP: 1 #UTIL: 2276
37627 5694 37625 5641 42568 43802 5635  #SUP: 1 #UTIL: 2276
22610 7053 23772 12300 45127 12266 4973  #SUP: 1 #UTIL: 2284
3383 10852 13874 12018 3942 21258 40128 9114 11783  #SUP: 1 #UTIL: 2287
22377 27005 16222 21302 12236 10806 28561  #SUP: 1 #UTIL: 2288
16613 35114 21770 21736  #SUP: 1 #UTIL: 2291
30866 20015 39529 39511 43852 39407 14162 39138  #SUP: 1 #UTIL: 2291
31903 19823 19841 18768 31044 39388  #SUP: 1 #UTIL: 2292
25663 8180 2187 8159 13707 2190  #SUP: 1 #UTIL: 2294
30147 13963 12642 39844 11860 8654 16976 3510  #SUP: 1 #UTIL: 2294
32437 35778 35782 23626 11963 37439  #SUP: 1 #UTIL: 2294
34136  #SUP: 3 #UTIL: 1857
34136 5694 5656  #SUP: 1 #UTIL: 857
34136 3589  #SUP: 1 #UTIL: 818
10099 12842 14712 16046 23195  #SUP: 1 #UTIL: 2295
1558 1172 630  #SUP: 1 #UTIL: 2296
39599 11481 33536 631 630 11824 11783 16975  #SUP: 1 #UTIL: 2297
11687 41134 21849 12512 834 39587 13728 43506 39609 7317 39388  #SUP: 1 #UTIL: 2298
28060 40674  #SUP: 1 #UTIL: 2298
38409 6731 42254 42257 45748 36203  #SUP: 1 #UTIL: 2302
11685 19805 19807 633 631 632 11844 11780 11783  #SUP: 1 #UTIL: 2304
16934 2174 39289 16894 16977  #SUP: 1 #UTIL: 2306
5520 16862 17501 12026 21278 31048 9425  #SUP: 1 #UTIL: 2308
5537 785 1529 16701 4065 16698 4374 12863 43504 4379 21850 16978  #SUP: 1 #UTIL: 2309
27804 21978 44327 43746 44037 39333 21893 5666  #SUP: 1 #UTIL: 2309
35488 6812 3206 4107 1775 10977 36114 36202  #SUP: 1 #UTIL: 2310
20228 1982 31136 31137 4403 2590 8712 37469  #SUP: 1 #UTIL: 2311
23731 15127 8200 8199 16988  #SUP: 1 #UTIL: 2311
32337  #SUP: 5 #UTIL: 1495
32337 21318 21258  #SUP: 1 #UTIL: 517
32337 27263  #SUP: 1 #UTIL: 818
39787 12343 10890 18738 13716 39466 39396 1834 16971 39393 39430 21738  #SUP: 1 #UTIL: 2312
9869 17715 18062 25315 5628  #SUP: 1 #UTIL: 2313
3203 14653 18501 15708 11785 14628 11337 43636  #SUP: 1 #UTIL: 2314
21431 21435 21480 21518 21521 21563 6470 43632 21529 16977  #SUP: 1 #UTIL: 2315
43879 20099 43624 20096 8646 16118 8643 21850 21893 16975  #SUP: 1 #UTIL: 2316
27018 5068 46061 26440 2237 24087 39454 13718 39452  #SUP: 1 #UTIL: 2317
30908 30909 41184 21015  #SUP: 1 #UTIL: 2318
20614 25300 20569 14328 20824 36128 22977 4836 523  #SUP: 1 #UTIL: 2320
15434 8167 14940 9440 8086  #SUP: 1 #UTIL: 2321
5510 7828 5509 31699 43875 5517 754 12244 43868  #SUP: 1 #UTIL: 2323
22535 8039 5036 39629 15457 14162 39434 39419  #SUP: 1 #UTIL: 2323
33677  #SUP: 2 #UTIL: 1018
33677 33898  #SUP: 1 #UTIL: 1068
33677 35228 1685 39685  #SUP: 1 #UTIL: 1255
42484 12588 13686 39206 18641 13707 16976  #SUP: 1 #UTIL: 2325
25941 11444 3194 44425 44434 11844 5667 16977 16967  #SUP: 1 #UTIL: 2327
28093 511 43930 21768 21722 9145 26150 1833  #SUP: 1 #UTIL: 2328
22415  #SUP: 3 #UTIL: 750
22415 19820 26442 39466 5666  #SUP: 1 #UTIL: 1087
22415 16329 44137  #SUP: 1 #UTIL: 748
22415 39333  #SUP: 1 #UTIL: 496
28328 15431 7432 7435 12588 39466 39465 13727 9205  #SUP: 1 #UTIL: 2332
2396 23653 30711 45978 2020 2025 16975  #SUP: 1 #UTIL: 2334
16549 40895 17565 17580 22888  #SUP: 1 #UTIL: 2334
12811  #SUP: 2 #UTIL: 100
12811 20812 20878 25536 19083 9439 9005  #SUP: 1 #UTIL: 1568
12811 12787 12754 28551 16881  #SUP: 1 #UTIL: 767
6979 44977 6981 6982 6988 6986 18691 6980 6985 18689 6984 18690 21361 20259  #SUP: 1 #UTIL: 2337
24150 30764 3524 10522 31535 10523 11634 3657 8092 42290 39407 1760 43855 8656 21893 21015  #SUP: 1 #UTIL: 2338
45841 22499 13732 16333 39609  #SUP: 1 #UTIL: 2338
33148 43791 662 1843 19662 43383 43455 43463 43506 16881  #SUP: 1 #UTIL: 2340
26782 42505 45965 45986 23498 36114 36202  #SUP: 1 #UTIL: 2343
25263 25326 29639 37014 16260  #SUP: 1 #UTIL: 2344
30860 8282 32877 5298 5222 39333  #SUP: 1 #UTIL: 2344
23501  #SUP: 2 #UTIL: 398
23501 177 23491 45559  #SUP: 1 #UTIL: 1347
23501 3124  #SUP: 1 #UTIL: 998
14508 31626 8608 10443 20658 22851 39445 21777 39448 39314 13746  #SUP: 1 #UTIL: 2346
14879 30749 36116  #SUP: 1 #UTIL: 2347
33861 33905 41561  #SUP: 1 #UTIL: 2347
15104 21271 25639 26874 21272 20042 15087 14895  #SUP: 1 #UTIL: 2352
34933  #SUP: 3 #UTIL: 477
34933 34468  #SUP: 1 #UTIL: 1098
27800 12642 15259 20094 27366 2196 13730 39388  #SUP: 1 #UTIL: 2354
6782 2254 6781 2249 43870 39587 44129 39610  #SUP: 1 #UTIL: 2355
13818 13821 26878 6773 44428 39371 39314  #SUP: 1 #UTIL: 2355
10339  #SUP: 2 #UTIL: 177
10339 5376 10340 10316  #SUP: 1 #UTIL: 326
10339 10311 10308 9054 18439 18446 18445 4684 39634 21297 12266  #SUP: 1 #UTIL: 2031
3501 22706 3860 24009 2241 2936 3566 3057 39429 39393 39684  #SUP: 1 #UTIL: 2358
14236 5347 7609 37231 21023 16285 30893 4104  #SUP: 1 #UTIL: 2360
7996 8002 8200 4400 5644 39684  #SUP: 1 #UTIL: 2363
32270 17468 45627 7358 43350 39688  #SUP: 1 #UTIL: 2363
33831  #SUP: 2 #UTIL: 1058
33831 33143 30613 33529 16975  #SUP: 1 #UTIL: 1219
33831 1346 34952 31174  #SUP: 1 #UTIL: 1146
1031 650 16709 2193 11643 23827 3618 1815  #SUP: 1 #UTIL: 2367
2771 40462 33678 40214 42524 3994 42878 5444 5451 5448 16977  #SUP: 1 #UTIL: 2367
5936 30883 30884 31537 16990 5719 5727 22901  #SUP: 1 #UTIL: 2370
26094 33679 509 14308 1941 16972 13718  #SUP: 1 #UTIL: 2370
15758 31229 9082 11925 13931 16967  #SUP: 1 #UTIL: 2372
17306  #SUP: 2 #UTIL: 398
17306 2910 10314 20227 8196 44707 39333 13730  #SUP: 1 #UTIL: 1764
1498 22716 4286 35673 43875 14837 18775 33529  #SUP: 1 #UTIL: 2373
31030 31035 9443 37313 9435 41188 44037 13478 10987 43408 39333 39609 21893 39684 39388  #SUP: 1 #UTIL: 2374
16762 2144 14687 37453 39191 11632  #SUP: 1 #UTIL: 2375
33881 33926 1090 12461  #SUP: 1 #UTIL: 2375
34934  #SUP: 2 #UTIL: 318
34934 34944 23069 18243 5096 7317 16977  #SUP: 1 #UTIL: 1759
19558  #SUP: 2 #UTIL: 1197
19558 39256  #SUP: 1 #UTIL: 845
8219 4125 46059 44735 15458 44079 5633 39371 3560 39432 16967  #SUP: 1 #UTIL: 2382
11968  #SUP: 4 #UTIL: 2274
11968 22896  #SUP: 1 #UTIL: 488
22653  #SUP: 2 #UTIL: 398
22653 14973  #SUP: 1 #UTIL: 588
11676 39256  #SUP: 2 #UTIL: 592
11676 39256 21249 11757 6468  #SUP: 1 #UTIL: 1003
23879 18752 9428 18562 9205  #SUP: 1 #UTIL: 2384
12453 38707 6483 28401 28397 27807 21803 6767 16986  #SUP: 1 #UTIL: 2386
14563 12780 22831 16975  #SUP: 1 #UTIL: 2386
32766  #SUP: 2 #UTIL: 258
32766 27038 9096 38832 23123  #SUP: 1 #UTIL: 1095
23939 6318 43464 43461 16977 16967  #SUP: 1 #UTIL: 2391
31572 35424 8341 26934 15349 21308 16975  #SUP: 1 #UTIL: 2392
27596  #SUP: 2 #UTIL: 500
27596 27595 39143  #SUP: 1 #UTIL: 1149
38663  #SUP: 2 #UTIL: 918
38663 1118 31571 22611 21291  #SUP: 1 #UTIL: 1935
1892 1970 34222 1769 4905 11630 5667 39684  #SUP: 1 #UTIL: 2396
23846  #SUP: 2 #UTIL: 778
12976 21708 13749  #SUP: 1 #UTIL: 2397
7059 4392 45997 22817 4669 12858 18738 822 5668 5666  #SUP: 1 #UTIL: 2399
12021 15578 10962 44079 39407 13743  #SUP: 1 #UTIL: 2399
26405 43442 21316 31286 21313 39289  #SUP: 1 #UTIL: 2399
16819 17461 22588 20460 11417 2934  #SUP: 1 #UTIL: 2402
34921 10951 39288 28357 39289 16979  #SUP: 1 #UTIL: 2405
2777 2775 25554 43500 39334 36202  #SUP: 1 #UTIL: 2407
37425 14241 1162 4368 9119 9012 2936 2934 16967  #SUP: 1 #UTIL: 2408
15243 12800 12265 11140 5091 12740 16883  #SUP: 1 #UTIL: 2412
14168 18604 15613 6410 15836 15834 15833 15835 18595  #SUP: 1 #UTIL: 2415
34496 33899 14818 4365 4375 39684  #SUP: 1 #UTIL: 2415
19929 39819 42961 6286 8112 13750 16881 32365  #SUP: 1 #UTIL: 2417
36230 16350 7467 39190 38673 21804 39189 39191 15457 39289 39687 39314 1782 39419  #SUP: 1 #UTIL: 2417
36301  #SUP: 2 #UTIL: 198
36301 13934 528 36202  #SUP: 1 #UTIL: 1066
2835 29574 29571 39206 13731 16976  #SUP: 1 #UTIL: 2420
3266 31015 3653 9430 27563 22074 3654 36200  #SUP: 1 #UTIL: 2420
44586  #SUP: 2 #UTIL: 600
44586 18497 14689 4695  #SUP: 1 #UTIL: 1374
26431 17913 7221 8197 4429 26626  #SUP: 1 #UTIL: 2422
30991 36235 39688  #SUP: 1 #UTIL: 2422
44685 1805 16961 735 1800 16900 3490 39682 39466 3511 16986 2851  #SUP: 1 #UTIL: 2428
3800 26522 26239 11745 21399 43408 39419  #SUP: 1 #UTIL: 2429
26767 19026 34168 1692 41726 31529 5667 5666 21738  #SUP: 1 #UTIL: 2429
13251 12390 15963 14588 39478 10543 16294 15976 31043 39333  #SUP: 1 #UTIL: 2431
15214 19248 32235 32232 27266 17474 15445  #SUP: 1 #UTIL: 2431
18619 20513 39394 6532 18622 28552 39634 15457 18748 39454 26149 39432 16967  #SUP: 1 #UTIL: 2432
24673  #SUP: 2 #UTIL: 278
24673 4638 38824 11882  #SUP: 1 #UTIL: 1374
5848 33876 15216  #SUP: 1 #UTIL: 2435
4344 10593 30682 11413 26508 27366 18445 22828 18437 36116 39434 39452 39419 21736 39432  #SUP: 1 #UTIL: 2437
1298 5253 10983 14974 43804  #SUP: 1 #UTIL: 2438
26542 27784 22062 44707 11642 12467 5167 43553  #SUP: 1 #UTIL: 2442
30710 34143 38956 12251 42392  #SUP: 1 #UTIL: 2445
7127 6481 15675 9268 6471 10971 39388  #SUP: 1 #UTIL: 2449
14246 18646 18643 834 833 19625 18637  #SUP: 1 #UTIL: 2451
26530 21280 39687 39617 5634 16977 16967  #SUP: 1 #UTIL: 2451
12006  #SUP: 3 #UTIL: 1695
12006 12032  #SUP: 1 #UTIL: 1436
34959 39518 16323 5529 21349 24060 16966 7314 39305  #SUP: 1 #UTIL: 2453
38438 2869 16924 19987 21752 39481 39684  #SUP: 1 #UTIL: 2454
32222  #SUP: 2 #UTIL: 298
32222 39635  #SUP: 1 #UTIL: 303
32222 6773 4106 3580 9201 39289 18562 39684  #SUP: 1 #UTIL: 2152
11791 32729 32728 1935 20410 5709 28536 5667  #SUP: 1 #UTIL: 2457
23223 31703 19814 39478 24087 19763 12464 1770 17086 4695 39470  #SUP: 1 #UTIL: 2459
8631  #SUP: 2 #UTIL: 378
35837 13650 35826 12323 28534 5644 16975  #SUP: 1 #UTIL: 2463
12565 1846 15128 9237 16975  #SUP: 1 #UTIL: 2465
33971  #SUP: 2 #UTIL: 678
33971 12609 3921  #SUP: 1 #UTIL: 757
14869 36069 27403 30485 43349 16146 8361 39191  #SUP: 1 #UTIL: 2473
15839  #SUP: 3 #UTIL: 750
15839 17530 17529 15838  #SUP: 1 #UTIL: 978
15839 39322 39635 41184  #SUP: 1 #UTIL: 886
15839 15838  #SUP: 2 #UTIL: 1000
15839 15838 5645  #SUP: 1 #UTIL: 609
33818 3277 35348 41599 36305 36114 36202  #SUP: 1 #UTIL: 2473
20111 731 16904 5298 4061 10771 4379 31532 16986 39684  #SUP: 1 #UTIL: 2475
22195 21902 23189 3841 3681 9158 2018 3658 4110 43868 22359 39452 16976 32366 39388  #SUP: 1 #UTIL: 2477
22412 17085 39465 13710 3754 11824  #SUP: 1 #UTIL: 2477
38378 38357 26512 789 30602 30606 21771 30605 31044 39640 39617  #SUP: 1 #UTIL: 2477
9745 24245 1468 39288 16884 3569 3560 3567 3581 16967  #SUP: 1 #UTIL: 2482
12834  #SUP: 2 #UTIL: 100
13591 25289 5649  #SUP: 1 #UTIL: 2482
17530  #SUP: 3 #UTIL: 717
17530 12134 29135  #SUP: 1 #UTIL: 717
91 89 44427 824 1789 13749 4973 9205 21015 16977  #SUP: 1 #UTIL: 2486
7770 12908 4717 12350 20451 2203 4698 43504 39256 3817 39333 39452  #SUP: 1 #UTIL: 2486
232 233 39275 44225 39276 39688  #SUP: 1 #UTIL: 2491
13458 17589 27049 10968 29931 5706 43873  #SUP: 1 #UTIL: 2492
9220 1815 10481  #SUP: 1 #UTIL: 2495
2526 1754 5220 5222 16979  #SUP: 1 #UTIL: 2496
31008 39688  #SUP: 1 #UTIL: 2497
41067 41068 41031  #SUP: 1 #UTIL: 2497
36057 16360 35358 31549 12300 18899 16977  #SUP: 1 #UTIL: 2499
40839 39206  #SUP: 1 #UTIL: 2499
1520 14100 15668 3852 19832 8956 39456 39334 39393 39684 16978  #SUP: 1 #UTIL: 2502
2116 1644 7599 11859 30607 30610 30606 30613 667 12522 30605 26438 39256 39609 39684 16975 13743  #SUP: 1 #UTIL: 2502
6458 22071 9032 9108 9114 16967  #SUP: 1 #UTIL: 2502
8189 14352 21804 9106 21799 9114  #SUP: 1 #UTIL: 2502
14958 30106 8622 24148 14939 44512 8531 1760  #SUP: 1 #UTIL: 2502
44704 10988  #SUP: 1 #UTIL: 2502
31946  #SUP: 3 #UTIL: 207
31946 42520 31938 36118  #SUP: 1 #UTIL: 616
31946 4283 31938 16445 44123  #SUP: 1 #UTIL: 464
31946 3344 36506 39688  #SUP: 1 #UTIL: 1426
31946 31938  #SUP: 2 #UTIL: 296
3385 43932 44007 44026 1760  #SUP: 1 #UTIL: 2508
19742 19682 24175 27182 1900 13887 27225 16152 26148 39333 31529 22888  #SUP: 1 #UTIL: 2508
357 26427 26450 12206 12328  #SUP: 1 #UTIL: 2510
10388  #SUP: 2 #UTIL: 998
10388 13523 33335 10376 39529 39466  #SUP: 1 #UTIL: 1816
10388 39191  #SUP: 1 #UTIL: 694
15075 37758 8760 15074 38664 4482 21038 13710  #SUP: 1 #UTIL: 2510
37130 24246 10527 10490 10620 10806 31714 3680 13716 39334 16976  #SUP: 1 #UTIL: 2510
34997 34855 15312 15343 16901 16971 39481  #SUP: 1 #UTIL: 2511
26369 26327 29665 27375 21258 39138  #SUP: 1 #UTIL: 2512
18677 15129 43943 822 1760 39419  #SUP: 1 #UTIL: 2513
28629 34458 10998 29135 21308  #SUP: 1 #UTIL: 2513
5659  #SUP: 4 #UTIL: 476
5659 21292 10842 11864 21258  #SUP: 1 #UTIL: 486
5659 12303 12032  #SUP: 1 #UTIL: 597
5659 5654 15262 39684  #SUP: 1 #UTIL: 438
5659 36204 39333  #SUP: 1 #UTIL: 993
35178 27809 22891 27807 39365  #SUP: 1 #UTIL: 2516
39853 1758  #SUP: 1 #UTIL: 2517
43601  #SUP: 2 #UTIL: 558
43601 39436 3367 39224 28532  #SUP: 1 #UTIL: 852
43601 2531 4808 10490 14267 15887 27364 18353 1785 3487  #SUP: 1 #UTIL: 1665
16159  #SUP: 3 #UTIL: 267
16159 35329 13874  #SUP: 1 #UTIL: 708
16159 16972 8178 16894 16976 16975  #SUP: 1 #UTIL: 1613
16159 22896  #SUP: 1 #UTIL: 198
18725 18734 18728 33538 2190  #SUP: 1 #UTIL: 2522
9702 2474 21565 10782 24063 6468 16995 8957 16907 12269 32365  #SUP: 1 #UTIL: 2523
5392 10803 24508 24507 15051 16119 31395 18459 5394 7594 29135 10770 7317 16977  #SUP: 1 #UTIL: 2528
9536 24771 22574 14735 2690 5022 39288 16966 3534 3486 39289 39452  #SUP: 1 #UTIL: 2530
31218 5684 2191 43803 5666  #SUP: 1 #UTIL: 2530
5840 32908 2208 44576 31291 8650 39481  #SUP: 1 #UTIL: 2532
44486  #SUP: 2 #UTIL: 167
44486 43759 43736 44134 23317 36200 36202 39388  #SUP: 1 #UTIL: 1281
1134 16123  #SUP: 2 #UTIL: 728
1134 16123 16122  #SUP: 1 #UTIL: 439
42904 24504 14897 18448 39138  #SUP: 1 #UTIL: 2535
17504 18203 8170 12234 31177 27722 8138 21175 26438 16885  #SUP: 1 #UTIL: 2539
29578 29581  #SUP: 2 #UTIL: 200
29578 29581 32352 5743 1941 39191  #SUP: 1 #UTIL: 1432
7753 43554 4723 36120  #SUP: 1 #UTIL: 2545
40303 45597 13976 16243 36202  #SUP: 1 #UTIL: 2545
11390 33221 18639 26438 31542 39276 6547 36203 39388  #SUP: 1 #UTIL: 2546
17200 21462 5742 15343 5712 5699 31529 16975  #SUP: 1 #UTIL: 2546
29643  #SUP: 2 #UTIL: 796
29643 33334 29349 3940 12462 9168  #SUP: 1 #UTIL: 1843
29643 12467 16981  #SUP: 1 #UTIL: 709
20415 3124 20414 25406 25411 41184  #SUP: 1 #UTIL: 2554
9492 42900 9486 34948 16921 8275 11882 39191 1758 16977  #SUP: 1 #UTIL: 2555
15435 5266 14245  #SUP: 1 #UTIL: 2557
28075 35106 28045 2313 4875 6450 38832 39419  #SUP: 1 #UTIL: 2560
9226 18784 18751 18785 4106  #SUP: 1 #UTIL: 2562
14384 14394 18527 12592 15581 16473 730 21719 5685  #SUP: 1 #UTIL: 2562
15098 4732 31229 15752 1791 1805 1800 3577 21736  #SUP: 1 #UTIL: 2562
16746 37533 34964 7961 20106  #SUP: 1 #UTIL: 2563
4617 12458 21794 22292 4418 39597 39588 38612 13478 39434 39617  #SUP: 1 #UTIL: 2565
15261 41029 18264 20101 21718 23498 16977  #SUP: 1 #UTIL: 2565
23436 37492 12363 39191 44427 12255 11824  #SUP: 1 #UTIL: 2566
32743  #SUP: 2 #UTIL: 258
32743 33766 33733 1310 21374 21363 3281  #SUP: 1 #UTIL: 1583
32743 6371 8275 8273 1833 16976  #SUP: 1 #UTIL: 983
1331 31217 22857 21824 633 39684  #SUP: 1 #UTIL: 2574
2610 46052 2960 15879 46066 21971 3974 24060 9158 43884 31532 632 16978  #SUP: 1 #UTIL: 2574
39814  #SUP: 2 #UTIL: 338
39814 32129 1898 16995 6008 39684 39388  #SUP: 1 #UTIL: 811
39814 6062 39681  #SUP: 1 #UTIL: 1763
19209 23961 26161 43766 39434 39437 13734 39432  #SUP: 1 #UTIL: 2579
29686 44010 5660 43930 44237 44317 9430 835 39688  #SUP: 1 #UTIL: 2579
24641  #SUP: 2 #UTIL: 897
24641 34342 21787 4373 21267 16904 13746  #SUP: 1 #UTIL: 2281
1262 14912 3277 5574 21207 26534 14816 4965 9430 39155 9447 12166 4371 43913 39334  #SUP: 1 #UTIL: 2582
15402 24092 20807 6434 23068 16976  #SUP: 1 #UTIL: 2582
5264 6787 15189 12723 18913 3528 21770 5645 1815  #SUP: 1 #UTIL: 2583
14187 43991 7855 21253 21766 1788 12268 39684 39388 16967  #SUP: 1 #UTIL: 2583
6711 12556 15470 12547 8644 10527 22362 22292 18241 12285  #SUP: 1 #UTIL: 2584
32022 32027 14284 2239  #SUP: 1 #UTIL: 2584
33827 35352 35357 14439 35356 15426  #SUP: 1 #UTIL: 2584
22463 19003 11792 24271 30888 12464 12463 16969 1847 16977  #SUP: 1 #UTIL: 2586
13151 9282 10850 20158 44386 17086  #SUP: 1 #UTIL: 2587
16619 15008 15089  #SUP: 1 #UTIL: 2587
41611 27398 18245 14610 38832 5697 9117 28442  #SUP: 1 #UTIL: 2589
14044 38828 7462 31054 21970 30756 8138 16996 12285 11783 39684  #SUP: 1 #UTIL: 2590
40135 40136 18747 13041  #SUP: 1 #UTIL: 2591
34200 34201 21267 21283  #SUP: 1 #UTIL: 2594
13777  #SUP: 2 #UTIL: 1497
13777 41791 39688  #SUP: 1 #UTIL: 1597
29928 18289 41727 10481  #SUP: 1 #UTIL: 2595
716 7911 715 12291 141 8533 8550 6412 6091  #SUP: 1 #UTIL: 2597
25389 29154 1665 33898 8325 8326 16843 14583 3687  #SUP: 1 #UTIL: 2597
6161 6171 6190 6191 6941 6173 6971 6186 6184 7006 6154 6176 6152 6945 6900 6159 6873 6180 6170 6168 6179 6216 6158 7002 6172 7015 7005 7026 37198 8138 16150 5448  #SUP: 1 #UTIL: 2598
40824  #SUP: 1 #UTIL: 2598
27144 43936 12234 43945 12231 12215 41184 1758  #SUP: 1 #UTIL: 2599
4019 3743 8039 19914 18797 31735 18779 39479 39437 729 13743  #SUP: 1 #UTIL: 2600
11556  #SUP: 3 #UTIL: 516
11556 3438 10801 10799 22896 22888  #SUP: 1 #UTIL: 784
11556 22888  #SUP: 2 #UTIL: 665
31220 10963 31222 21759 43852 39681  #SUP: 1 #UTIL: 2602
3449 3627 11818 6370 15771 4673 28063 2487 4682 39256 7317  #SUP: 1 #UTIL: 2606
34415  #SUP: 3 #UTIL: 1077
34415 26869 12032 15464 33529  #SUP: 1 #UTIL: 1674
34415 8138 39256  #SUP: 1 #UTIL: 575
18315 21794 9102 44048 10463 14160 12259 36233 10585 36118  #SUP: 1 #UTIL: 2611
7053  #SUP: 2 #UTIL: 258
