1373  #SUP: 25 #UTIL: 25560
1045 529  #SUP: 2 #UTIL: 3753
1045 529 1149 733  #SUP: 1 #UTIL: 2051
1045 629  #SUP: 3 #UTIL: 3880
1045 763 47 76 197 719  #SUP: 1 #UTIL: 4651
1045 1382  #SUP: 1 #UTIL: 1931
1045 490  #SUP: 1 #UTIL: 1770
1045 47  #SUP: 2 #UTIL: 4646
1045 536  #SUP: 1 #UTIL: 1474
1150  #SUP: 15 #UTIL: 15631
1150 1516 967 1206 551 384 1427  #SUP: 1 #UTIL: 6560
1150 191 1556 1543 501 740 1533  #SUP: 1 #UTIL: 6260
1150 1412 1162 74 1329 353  #SUP: 1 #UTIL: 3074
1150 361 26 1401 392 302  #SUP: 1 #UTIL: 3319
1150 275 1240 930  #SUP: 1 #UTIL: 2506
1150 1120 904 58 700 1000  #SUP: 1 #UTIL: 4582
1150 131 251 817 114 201 674  #SUP: 1 #UTIL: 4817
1150 677 307 35  #SUP: 1 #UTIL: 2606
1150 58  #SUP: 2 #UTIL: 3619
946  #SUP: 17 #UTIL: 13965
946 30 503 1218 1551 1501  #SUP: 1 #UTIL: 3843
946 724 823 1366 1289 164 1246  #SUP: 1 #UTIL: 5819
946 1456 879 902 1162 513 1156 47  #SUP: 1 #UTIL: 1625
946 634 584 1200 1056 497 1050 513  #SUP: 1 #UTIL: 5101
946 1362 742 1258  #SUP: 2 #UTIL: 5193
946 1362 742 1258 1146  #SUP: 1 #UTIL: 3491
946 1362 742 1258 1145  #SUP: 1 #UTIL: 2944
946 1029 1136 154 1529 886 397 81  #SUP: 1 #UTIL: 8042
946 370 969 293 1325 763  #SUP: 1 #UTIL: 3693
946 497  #SUP: 2 #UTIL: 2262
946 497 430 636 220  #SUP: 1 #UTIL: 2964
946 154  #SUP: 2 #UTIL: 3367
946 154 969 543 1059 150  #SUP: 1 #UTIL: 4539
946 969  #SUP: 3 #UTIL: 4786
946 902  #SUP: 2 #UTIL: 1436
946 513  #SUP: 2 #UTIL: 1143
266  #SUP: 20 #UTIL: 10692
266 1081 100 848 156 1304 349  #SUP: 1 #UTIL: 4421
266 449 815  #SUP: 1 #UTIL: 2330
266 333 50 886 420 1042 210  #SUP: 1 #UTIL: 4104
266 1431 886 450 1242 210  #SUP: 1 #UTIL: 5381
266 1142 921 1231  #SUP: 1 #UTIL: 3260
266 1208 915 909 1258 1358 699  #SUP: 1 #UTIL: 5006
266 921  #SUP: 2 #UTIL: 1782
266 915 909 699  #SUP: 2 #UTIL: 5235
266 915 909 699 1069 1115 632  #SUP: 1 #UTIL: 3421
266 1049 1055  #SUP: 1 #UTIL: 2151
266 909  #SUP: 3 #UTIL: 3325
266 16  #SUP: 1 #UTIL: 1414
266 776 926 539 809 826 1148 476  #SUP: 1 #UTIL: 2741
266 886 210  #SUP: 2 #UTIL: 3921
266 549  #SUP: 1 #UTIL: 660
266 748  #SUP: 1 #UTIL: 1146
266 476  #SUP: 2 #UTIL: 2954
30  #SUP: 18 #UTIL: 8319
30 756 879 1432 324 553 596  #SUP: 1 #UTIL: 3133
30 1088 1359 456 50 140 1005 213  #SUP: 1 #UTIL: 5992
30 274  #SUP: 2 #UTIL: 2575
30 1372 989 340 969 1172  #SUP: 1 #UTIL: 2935
30 712 223  #SUP: 1 #UTIL: 2332
30 1075 1346  #SUP: 1 #UTIL: 1966
30 1019 1478 996  #SUP: 1 #UTIL: 2863
30 673 1122 463 679  #SUP: 1 #UTIL: 2927
30 906  #SUP: 3 #UTIL: 1758
30 280  #SUP: 1 #UTIL: 463
236  #SUP: 17 #UTIL: 9412
236 1378 785 852 419 490 696 496  #SUP: 1 #UTIL: 4078
236 1257 860 17 535 1448  #SUP: 1 #UTIL: 4659
236 1068 292 912 76 32 359  #SUP: 1 #UTIL: 4833
236 443 526 1311 1334  #SUP: 1 #UTIL: 2908
236 340 147 1245 303 1505 1428 829  #SUP: 1 #UTIL: 4393
236 26 242 1151  #SUP: 1 #UTIL: 1770
236 1271 7 279 1115 562  #SUP: 1 #UTIL: 6042
236 456 1139  #SUP: 1 #UTIL: 2469
236 1245  #SUP: 2 #UTIL: 2245
236 619  #SUP: 1 #UTIL: 1218
236 912  #SUP: 2 #UTIL: 2845
236 490  #SUP: 2 #UTIL: 2241
1048  #SUP: 17 #UTIL: 11713
1048 1264  #SUP: 2 #UTIL: 2266
1048 937 355 958 881 1364 1120 438  #SUP: 1 #UTIL: 5513
1048 1281 355 445 549 931 1037 871  #SUP: 1 #UTIL: 4282
1048 355  #SUP: 2 #UTIL: 1952
1048 260 919 1341 1042  #SUP: 1 #UTIL: 3372
1048 270 293  #SUP: 1 #UTIL: 1370
1048 1374 1091  #SUP: 1 #UTIL: 3685
1048 333 1159 921 416 1154 1537 672  #SUP: 1 #UTIL: 6455
1048 832 944 495 428 632  #SUP: 1 #UTIL: 2443
1048 1451 1285 548  #SUP: 1 #UTIL: 3057
1048 1077 715 178 205 78 1014  #SUP: 1 #UTIL: 2021
1048 322 532 738  #SUP: 1 #UTIL: 2480
1048 1241 1035 1218 642 39 565  #SUP: 1 #UTIL: 3939
1048 1285  #SUP: 2 #UTIL: 2856
1048 1285 549 769 1452  #SUP: 1 #UTIL: 3450
1048 1364  #SUP: 2 #UTIL: 2507
1048 549  #SUP: 2 #UTIL: 2723
1048 412  #SUP: 2 #UTIL: 2291
1081  #SUP: 16 #UTIL: 15423
1081 831 1208 904 78 45 161  #SUP: 1 #UTIL: 5269
1081 1374 865 1075 1408 1424 432 1524  #SUP: 1 #UTIL: 6275
1081 383 1431 1098 1054 826  #SUP: 1 #UTIL: 3938
1081 33 1119 476  #SUP: 1 #UTIL: 3371
1081 1314 1318 965  #SUP: 1 #UTIL: 2094
1081 1418 1235 292 226 1280  #SUP: 1 #UTIL: 2729
1081 1139 159  #SUP: 1 #UTIL: 1787
1081 1054  #SUP: 2 #UTIL: 2782
1081 1119  #SUP: 2 #UTIL: 3331
813  #SUP: 19 #UTIL: 7967
813 300 577 607 1123  #SUP: 1 #UTIL: 3168
813 1556 1419 730 1319 1069 1446 697  #SUP: 1 #UTIL: 3784
813 753 1502 920 1003 177  #SUP: 1 #UTIL: 2513
813 1165 577 1286 250 294  #SUP: 1 #UTIL: 3711
813 443 377 653 10 659  #SUP: 1 #UTIL: 4141
813 1296 836  #SUP: 1 #UTIL: 2279
813 1190 4 874 237 1319  #SUP: 1 #UTIL: 4280
813 577  #SUP: 2 #UTIL: 2558
813 48 1057 237  #SUP: 1 #UTIL: 2230
813 64  #SUP: 1 #UTIL: 612
813 254  #SUP: 3 #UTIL: 1720
813 254 807  #SUP: 2 #UTIL: 1959
813 237  #SUP: 2 #UTIL: 2765
813 1319  #SUP: 2 #UTIL: 2359
813 1355  #SUP: 1 #UTIL: 686
813 197 110 127  #SUP: 1 #UTIL: 2651
1264  #SUP: 16 #UTIL: 11985
1264 1547 1481 1424 542 698  #SUP: 1 #UTIL: 4759
1264 55 1514 1227 478 511 594  #SUP: 1 #UTIL: 4821
1264 915  #SUP: 2 #UTIL: 3132
1264 915 659 931 216 1302  #SUP: 1 #UTIL: 4958
1264 1468 1035 126  #SUP: 1 #UTIL: 2023
1264 1070 1181 1014  #SUP: 1 #UTIL: 2291
1264 1098 775 1274  #SUP: 1 #UTIL: 2165
1264 721 182  #SUP: 1 #UTIL: 1935
1264 775  #SUP: 2 #UTIL: 2310
278  #SUP: 18 #UTIL: 18480
278 937 494 488 787  #SUP: 1 #UTIL: 4952
278 1453  #SUP: 1 #UTIL: 1941
278 1121 1204 384 388 1460  #SUP: 1 #UTIL: 5203
278 221 1443 1253 897 461  #SUP: 1 #UTIL: 5057
278 1548 806 1074 1062 671  #SUP: 1 #UTIL: 4825
278 887 515 548 564 1203 664  #SUP: 1 #UTIL: 3745
278 715 289 1454 1458  #SUP: 1 #UTIL: 3877
278 482 1194 698  #SUP: 1 #UTIL: 3235
278 572  #SUP: 2 #UTIL: 3270
278 1499 95 644  #SUP: 1 #UTIL: 2124
278 128  #SUP: 1 #UTIL: 1450
278 228  #SUP: 2 #UTIL: 2508
278 384 388  #SUP: 2 #UTIL: 3750
278 1203  #SUP: 2 #UTIL: 2264
278 754 977  #SUP: 1 #UTIL: 2419
631  #SUP: 16 #UTIL: 3978
631 1547 1104 1008  #SUP: 1 #UTIL: 2206
631 941 11 78 215  #SUP: 1 #UTIL: 2971
631 1384 775 142 1457  #SUP: 1 #UTIL: 2654
631 94 377 930 926 637 560 993  #SUP: 1 #UTIL: 3811
631 421 1080 637 931  #SUP: 1 #UTIL: 3118
631 1237 904 1274 188  #SUP: 1 #UTIL: 3012
631 1387 28 554 1024 1230  #SUP: 1 #UTIL: 5556
631 980 375 747 1490  #SUP: 1 #UTIL: 2516
631 887 28 1363 547 1130 437 381  #SUP: 1 #UTIL: 5375
631 28  #SUP: 2 #UTIL: 2892
631 637  #SUP: 2 #UTIL: 1062
631 215  #SUP: 2 #UTIL: 941
276  #SUP: 16 #UTIL: 18528
276 703 879 380 1285 763 869 187  #SUP: 1 #UTIL: 5417
276 749 303 620 1225  #SUP: 1 #UTIL: 3808
276 82 1158 26 193 792 1181  #SUP: 1 #UTIL: 4988
276 1252 220 1441 460  #SUP: 1 #UTIL: 4197
276 559  #SUP: 1 #UTIL: 1528
276 792  #SUP: 2 #UTIL: 4193
276 592 1225  #SUP: 1 #UTIL: 3224
276 759  #SUP: 1 #UTIL: 1528
276 1225  #SUP: 2 #UTIL: 3906
937  #SUP: 16 #UTIL: 19133
937 1121 1197 1553  #SUP: 1 #UTIL: 3791
937 1436 111  #SUP: 2 #UTIL: 5607
937 1436 111 334 687  #SUP: 1 #UTIL: 2947
937 1077 1227 661 954 611  #SUP: 1 #UTIL: 4901
937 305 221 810 1047 561  #SUP: 1 #UTIL: 4166
937 361 172 754  #SUP: 1 #UTIL: 2743
937 1220 1153 371 571 215 1097  #SUP: 1 #UTIL: 3329
937 471 944 798 521 815 1087  #SUP: 1 #UTIL: 4552
937 454 1047  #SUP: 1 #UTIL: 3015
937 1047  #SUP: 2 #UTIL: 5111
937 188 438  #SUP: 1 #UTIL: 2268
937 648  #SUP: 1 #UTIL: 2260
937 438  #SUP: 2 #UTIL: 3710
1076  #SUP: 14 #UTIL: 14580
1076 271 333 1159 100 910 970  #SUP: 1 #UTIL: 5686
1076 1453 404 433 1403 1120  #SUP: 1 #UTIL: 3915
1076 992 260 564 187 670  #SUP: 1 #UTIL: 3813
1076 1442 1153 1509 1353 893  #SUP: 1 #UTIL: 2984
1076 1136 1252  #SUP: 1 #UTIL: 3003
1076 417 213 690 960 977 927  #SUP: 1 #UTIL: 3920
1076 999 117 273 1055 472  #SUP: 1 #UTIL: 4356
1076 100  #SUP: 2 #UTIL: 3309
1076 1082 433 1525 799 866 822  #SUP: 1 #UTIL: 6180
1076 433  #SUP: 2 #UTIL: 2664
1076 560  #SUP: 2 #UTIL: 2340
1076 866  #SUP: 2 #UTIL: 5014
751  #SUP: 17 #UTIL: 11607
751 724 575 625 275 608 479  #SUP: 1 #UTIL: 4594
751 1254 12 1327  #SUP: 1 #UTIL: 2834
751 108 1200 541 911 757  #SUP: 1 #UTIL: 4212
751 1516 1406 774 368 1443 347  #SUP: 1 #UTIL: 4306
751 1217 1077 1366 1527 801  #SUP: 1 #UTIL: 4446
751 774  #SUP: 2 #UTIL: 2810
751 774 1331  #SUP: 1 #UTIL: 2240
751 967  #SUP: 2 #UTIL: 1899
751 967 551 761 1277  #SUP: 1 #UTIL: 3013
751 967 29 185 911 1033  #SUP: 1 #UTIL: 2835
751 1267 358 362 741  #SUP: 1 #UTIL: 3996
751 641  #SUP: 1 #UTIL: 1851
751 911  #SUP: 2 #UTIL: 2518
751 1128 412  #SUP: 1 #UTIL: 1592
426  #SUP: 16 #UTIL: 3000
426 54 1296 1485 1235 183 659  #SUP: 1 #UTIL: 5457
426 992 703 376 842 720 849  #SUP: 1 #UTIL: 3907
426 260 320 1495 1179 437 670  #SUP: 1 #UTIL: 6697
426 1362 1395  #SUP: 1 #UTIL: 1721
426 370 33 609 852 1401  #SUP: 1 #UTIL: 2741
426 832 405 16 809 1335  #SUP: 1 #UTIL: 4389
426 33  #SUP: 2 #UTIL: 1568
426 443  #SUP: 2 #UTIL: 1231
426 443 100 715 986 150  #SUP: 1 #UTIL: 4305
426 443 569 1495 1179 542 393  #SUP: 1 #UTIL: 3904
426 532 1285 366 776 543 43  #SUP: 1 #UTIL: 4219
426 852  #SUP: 2 #UTIL: 972
426 1495 1179  #SUP: 2 #UTIL: 4840
426 37  #SUP: 2 #UTIL: 1572
426 23 539 1188  #SUP: 1 #UTIL: 1990
724  #SUP: 14 #UTIL: 13230
724 1107 907 1117 1323 75  #SUP: 1 #UTIL: 5352
724 730 1500 1067  #SUP: 1 #UTIL: 2868
724 1240 928 1344 1128  #SUP: 1 #UTIL: 3848
724 547 248 451 697 597 581  #SUP: 1 #UTIL: 4221
724 248  #SUP: 2 #UTIL: 1520
724 75  #SUP: 2 #UTIL: 2172
300  #SUP: 16 #UTIL: 14700
300 882 1502 100 826  #SUP: 1 #UTIL: 2977
300 816 217 1205 50 1182 107 799  #SUP: 1 #UTIL: 5269
300 774 701 1017 198  #SUP: 1 #UTIL: 4150
300 1432 466 550 310 356  #SUP: 1 #UTIL: 3568
300 320 919 483 243 1275  #SUP: 1 #UTIL: 4608
300 705 683 1448  #SUP: 1 #UTIL: 2072
300 284 906 423 843 7 1515 573  #SUP: 1 #UTIL: 4147
300 17  #SUP: 2 #UTIL: 4146
300 1269 1236  #SUP: 1 #UTIL: 3069
300 311 827  #SUP: 1 #UTIL: 2631
300 63 1122  #SUP: 1 #UTIL: 1694
1378  #SUP: 20 #UTIL: 4453
1378 1257  #SUP: 2 #UTIL: 1700
1378 1257 668 808 342 132 385  #SUP: 1 #UTIL: 4531
1378 1345 822  #SUP: 1 #UTIL: 1881
1378 941  #SUP: 2 #UTIL: 3130
1378 941 1468 952 559 563  #SUP: 1 #UTIL: 4447
1378 530 919 1179 896  #SUP: 1 #UTIL: 3025
1378 137 742 409 1352 680 509  #SUP: 1 #UTIL: 5440
1378 839 1361 506 363 1449  #SUP: 1 #UTIL: 2706
1378 369 1061 558 1134  #SUP: 1 #UTIL: 2231
1378 26 336 1168 176 1445  #SUP: 1 #UTIL: 3930
1378 842  #SUP: 1 #UTIL: 1106
1378 176  #SUP: 2 #UTIL: 2408
54  #SUP: 14 #UTIL: 12889
54 149 1279 4 1235 592 299  #SUP: 1 #UTIL: 5524
54 231 1290 1096 221 42  #SUP: 1 #UTIL: 4964
54 1362 153 609 576 1325 692  #SUP: 1 #UTIL: 4184
54 703 1146 487 997 697  #SUP: 1 #UTIL: 5725
54 832 430 439 942 29 822  #SUP: 1 #UTIL: 7112
54 221  #SUP: 2 #UTIL: 3588
54 1202 564 1379 1262  #SUP: 1 #UTIL: 4412
54 1539 297 846 929 1036 786  #SUP: 1 #UTIL: 3535
54 803  #SUP: 2 #UTIL: 3570
54 1235  #SUP: 2 #UTIL: 3033
54 141 70 757  #SUP: 1 #UTIL: 3379
200  #SUP: 16 #UTIL: 12190
200 922 556 1205 1082 1138 356  #SUP: 1 #UTIL: 5099
200 753  #SUP: 2 #UTIL: 2724
200 753 1063 337 133  #SUP: 1 #UTIL: 2389
200 753 909 1475 287 77  #SUP: 1 #UTIL: 4392
200 882 394 776 290 893 1298 716  #SUP: 1 #UTIL: 5177
200 650 1548 550 677 533 500  #SUP: 1 #UTIL: 4439
200 1419 1502 577 683 687  #SUP: 1 #UTIL: 2243
200 789 915  #SUP: 1 #UTIL: 3197
200 1213 797 997 1109 660 593  #SUP: 1 #UTIL: 6908
200 316 549 140 645  #SUP: 1 #UTIL: 3750
200 522 96 689 6 1105  #SUP: 1 #UTIL: 3079
200 1205  #SUP: 2 #UTIL: 3145
200 1388 1115 113  #SUP: 1 #UTIL: 2667
200 96  #SUP: 2 #UTIL: 2380
200 1541  #SUP: 1 #UTIL: 1415
1089  #SUP: 15 #UTIL: 10621
1089 357 247 767 284 1172  #SUP: 1 #UTIL: 3624
1089 1459 816 1372 373 523 367  #SUP: 1 #UTIL: 5239
1089 270 1345 274 1066 1179 663  #SUP: 1 #UTIL: 5594
1089 1522 746 1166  #SUP: 1 #UTIL: 3841
1089 1511 1372 989 430 1555 1218 1212  #SUP: 1 #UTIL: 3871
1089 1372  #SUP: 2 #UTIL: 2729
1089 989  #SUP: 2 #UTIL: 2648
1089 130  #SUP: 2 #UTIL: 2796
1089 130 933 910 1393 1172  #SUP: 1 #UTIL: 4822
1089 1343 68 563 207 364 1  #SUP: 1 #UTIL: 4824
1089 1172  #SUP: 2 #UTIL: 3144
1089 1559  #SUP: 1 #UTIL: 1227
357  #SUP: 20 #UTIL: 11520
357 1293 111 650 1336 207 61  #SUP: 1 #UTIL: 4094
357 1456 468 1499 1433 1067 158  #SUP: 1 #UTIL: 3456
357 816 906  #SUP: 1 #UTIL: 1888
357 1439 967 330 214 181 230  #SUP: 1 #UTIL: 4613
357 617 610 1526 334 400  #SUP: 1 #UTIL: 3234
357 101 373 473 1216 743 710 706  #SUP: 1 #UTIL: 1660
357 712 217 1316 334 513 1239 151  #SUP: 1 #UTIL: 3412
357 1432 1505 740 336 763 1395  #SUP: 1 #UTIL: 5559
357 497  #SUP: 2 #UTIL: 2749
357 497 653 31 74  #SUP: 1 #UTIL: 3851
357 497 807 81  #SUP: 1 #UTIL: 2235
357 839 1222 1245 190 1232 429  #SUP: 1 #UTIL: 4234
357 340 307  #SUP: 1 #UTIL: 930
357 494 1060  #SUP: 1 #UTIL: 2267
357 456 1299 912 213 689 1228  #SUP: 1 #UTIL: 4173
357 962  #SUP: 2 #UTIL: 2382
357 962 900 41  #SUP: 1 #UTIL: 1837
357 334  #SUP: 2 #UTIL: 1368
1254  #SUP: 14 #UTIL: 14680
1254 1104 1154 1137 804  #SUP: 1 #UTIL: 4053
1254 418 834 368 695 984 711  #SUP: 1 #UTIL: 5739
1254 609 599 433 1475 6  #SUP: 1 #UTIL: 4996
1254 394 501 744 12 334 511  #SUP: 1 #UTIL: 4557
1254 1514 997 1231 1446 451 1298  #SUP: 1 #UTIL: 5303
1254 1159 312 1375 1304 1404 955  #SUP: 1 #UTIL: 6223
1254 744  #SUP: 2 #UTIL: 4548
1254 744 395  #SUP: 1 #UTIL: 2718
1254 811  #SUP: 1 #UTIL: 1625
1254 12  #SUP: 2 #UTIL: 3126
1254 1198  #SUP: 1 #UTIL: 2106
339  #SUP: 15 #UTIL: 6300
339 882 94 876 1175 366 239 1209  #SUP: 1 #UTIL: 4564
339 876  #SUP: 2 #UTIL: 1726
339 721 1248 343 732  #SUP: 1 #UTIL: 2833
339 23 972 96 1078  #SUP: 1 #UTIL: 2903
339 695  #SUP: 1 #UTIL: 1124
339 982  #SUP: 3 #UTIL: 4708
339 761  #SUP: 1 #UTIL: 1240
339 96  #SUP: 2 #UTIL: 2317
1357  #SUP: 15 #UTIL: 11653
1357 575  #SUP: 2 #UTIL: 3864
1357 575 1407 1204 1270 415 265  #SUP: 1 #UTIL: 6763
1357 1208 908 914 265 698 654  #SUP: 1 #UTIL: 5472
1357 82  #SUP: 2 #UTIL: 3515
1357 82 1517 169 791 635  #SUP: 1 #UTIL: 3858
1357 624 928 1440 801 552  #SUP: 1 #UTIL: 4105
1357 242 848 498  #SUP: 1 #UTIL: 3065
1357 265  #SUP: 2 #UTIL: 3431
1357 342 818 1041  #SUP: 1 #UTIL: 1952
1357 1021  #SUP: 1 #UTIL: 1057
1547  #SUP: 17 #UTIL: 12614
1547 55 609 9 1491 765 964  #SUP: 1 #UTIL: 6245
1547 305 848 910  #SUP: 1 #UTIL: 2961
1547 395 1137  #SUP: 1 #UTIL: 1866
1547 1397 455 1447 1301 1517 1097  #SUP: 1 #UTIL: 3648
1547 462 1477 1460 605 938  #SUP: 1 #UTIL: 4043
1547 1137  #SUP: 2 #UTIL: 2606
108  #SUP: 14 #UTIL: 9417
108 191 860 923 1499 411 690 1  #SUP: 1 #UTIL: 4526
108 634 1117 800 297 873 690  #SUP: 1 #UTIL: 5325
108 1431 1387 647 618 1317 1433  #SUP: 1 #UTIL: 5699
108 1272 1083 51  #SUP: 1 #UTIL: 2362
108 503 1539 979 203 81 536  #SUP: 1 #UTIL: 4764
108 730 1367 141 830  #SUP: 1 #UTIL: 4379
108 131  #SUP: 2 #UTIL: 2514
108 131 886  #SUP: 1 #UTIL: 1780
108 618 1317 1433  #SUP: 2 #UTIL: 5445
108 618 1317 1433 112  #SUP: 1 #UTIL: 2875
108 1256  #SUP: 2 #UTIL: 1705
108 1433  #SUP: 3 #UTIL: 4557
108 690  #SUP: 2 #UTIL: 2466
575  #SUP: 16 #UTIL: 13769
575 149 742 1158 1341 59 253  #SUP: 1 #UTIL: 4458
575 1104 1270 367  #SUP: 1 #UTIL: 3388
575 903 808 458 1346 398  #SUP: 1 #UTIL: 2928
575 22 885 159  #SUP: 1 #UTIL: 2627
575 421 715 1437 415 1191 758  #SUP: 1 #UTIL: 4858
575 1324 691 1197 608 1297 947  #SUP: 1 #UTIL: 4278
575 404 88 1037 1557  #SUP: 1 #UTIL: 2187
575 1270  #SUP: 2 #UTIL: 4669
575 865  #SUP: 1 #UTIL: 1398
575 415  #SUP: 2 #UTIL: 3723
575 608  #SUP: 2 #UTIL: 1958
575 59  #SUP: 2 #UTIL: 2807
1094  #SUP: 15 #UTIL: 18473
1094 1261 518 1154 285 1344  #SUP: 1 #UTIL: 4701
1094 1165 555 322 79 778  #SUP: 1 #UTIL: 5815
1094 1056 518 285 740 1127 41  #SUP: 1 #UTIL: 5026
1094 518 285  #SUP: 2 #UTIL: 5969
1094 1220 1193 472 505  #SUP: 1 #UTIL: 2663
1094 379 718  #SUP: 1 #UTIL: 2605
1094 506 845 1221  #SUP: 1 #UTIL: 3478
1094 1194 1316 534 58 91  #SUP: 1 #UTIL: 5618
1094 125  #SUP: 1 #UTIL: 1681
149  #SUP: 15 #UTIL: 11952
149 831 1074 758  #SUP: 1 #UTIL: 2959
149 1210 9 1285 627 1031 719  #SUP: 1 #UTIL: 3713
149 753 503 1252  #SUP: 1 #UTIL: 2805
149 305 1153 504 1087 870 1031  #SUP: 1 #UTIL: 3585
149 1158  #SUP: 2 #UTIL: 2652
149 1158 1328 675 1145 841 752  #SUP: 1 #UTIL: 4685
149 1197 848 592 821  #SUP: 1 #UTIL: 3494
149 848  #SUP: 2 #UTIL: 3324
149 1235  #SUP: 2 #UTIL: 2183
149 592  #SUP: 2 #UTIL: 2984
149 1478 1035  #SUP: 1 #UTIL: 1740
149 299  #SUP: 2 #UTIL: 3087
149 1031  #SUP: 2 #UTIL: 1850
1281  #SUP: 16 #UTIL: 14404
1281 260 1182 559  #SUP: 1 #UTIL: 3452
1281 1456 418 287 622 838  #SUP: 1 #UTIL: 3969
1281 449 1125 505  #SUP: 1 #UTIL: 3048
1281 1237 715 6  #SUP: 1 #UTIL: 2423
1281 1165 1514 466 1138 495  #SUP: 1 #UTIL: 4680
1281 1208 526 516 539 133  #SUP: 1 #UTIL: 3880
1281 1098 90 1558 682  #SUP: 1 #UTIL: 2449
1281 1337 1447 1531 472  #SUP: 1 #UTIL: 2371
1281 622  #SUP: 2 #UTIL: 2425
1281 1358  #SUP: 1 #UTIL: 1184
685  #SUP: 18 #UTIL: 9333
685 941  #SUP: 2 #UTIL: 2982
685 889 1134 42 984 1105  #SUP: 1 #UTIL: 3559
685 868  #SUP: 2 #UTIL: 3372
685 868 795 629 292 1305 1111 103  #SUP: 1 #UTIL: 3799
685 82  #SUP: 2 #UTIL: 2691
685 1251 548 1101  #SUP: 1 #UTIL: 4143
685 1184  #SUP: 2 #UTIL: 2775
685 529 1411  #SUP: 1 #UTIL: 2029
685 1544 658 1034 429  #SUP: 1 #UTIL: 2754
685 997 1101  #SUP: 1 #UTIL: 2823
685 1101  #SUP: 2 #UTIL: 3058
685 662 729 296 945  #SUP: 1 #UTIL: 1003
1104  #SUP: 18 #UTIL: 13965
1104 1453 1220 1043  #SUP: 1 #UTIL: 3437
1104 1487 1083 455 145 1510 694  #SUP: 1 #UTIL: 3501
1104 418 401 488 954 960 538  #SUP: 1 #UTIL: 3750
1104 322 881 1437 1403 981  #SUP: 1 #UTIL: 4035
1104 1290 227 1030 29 1283  #SUP: 1 #UTIL: 4186
1104 1241  #SUP: 1 #UTIL: 1874
271  #SUP: 14 #UTIL: 10902
271 1453 361 221 810 517 1496 367  #SUP: 1 #UTIL: 5933
271 1436  #SUP: 2 #UTIL: 1882
271 1436 675 698 1440  #SUP: 1 #UTIL: 4857
271 1512  #SUP: 2 #UTIL: 1509
271 1063 1086 681  #SUP: 1 #UTIL: 3119
271 1259 471 660 583 1053  #SUP: 1 #UTIL: 4324
271 887  #SUP: 1 #UTIL: 1014
271 554 228 1143  #SUP: 1 #UTIL: 2406
271 228  #SUP: 2 #UTIL: 2625
271 228 1114 1557  #SUP: 1 #UTIL: 3703
271 1147 1236 927  #SUP: 1 #UTIL: 1990
271 1236  #SUP: 2 #UTIL: 2845
1257  #SUP: 16 #UTIL: 9505
1257 1407 958 315  #SUP: 2 #UTIL: 3302
1257 1407 958 315 748 1307 964  #SUP: 1 #UTIL: 3704
1257 1451 409 1211 1367 775  #SUP: 1 #UTIL: 4571
1257 980 1450 797 1346 1057 381  #SUP: 1 #UTIL: 3847
1257 947 838  #SUP: 1 #UTIL: 1486
625  #SUP: 20 #UTIL: 9821
625 1351 824 835 1041  #SUP: 2 #UTIL: 5850
625 1540 1511 1002  #SUP: 1 #UTIL: 2917
625 1268 37 87 182 1312 1295  #SUP: 1 #UTIL: 3296
625 934 485 209  #SUP: 1 #UTIL: 1889
625 1484  #SUP: 2 #UTIL: 1362
625 908 1062 259  #SUP: 1 #UTIL: 2043
625 808 155 1187 232  #SUP: 1 #UTIL: 1684
625 1323 115 1440 119  #SUP: 1 #UTIL: 2858
625 615  #SUP: 2 #UTIL: 1776
625 475 525  #SUP: 1 #UTIL: 2121
625 109  #SUP: 1 #UTIL: 2224
625 232  #SUP: 2 #UTIL: 2018
355  #SUP: 19 #UTIL: 4779
355 235 921  #SUP: 2 #UTIL: 3561
355 235 921 305 218 777 771  #SUP: 1 #UTIL: 5155
355 235 921 1204 1343 877 206  #SUP: 1 #UTIL: 3938
355 1487  #SUP: 2 #UTIL: 1042
355 1487 522 366 411 605  #SUP: 1 #UTIL: 3302
355 1487 1177 1397 521  #SUP: 1 #UTIL: 2116
355 33 532 416 522 765 1275  #SUP: 1 #UTIL: 3674
355 418 1354 85 1371 1027  #SUP: 1 #UTIL: 3998
355 1220 1330 737 1164 1413  #SUP: 1 #UTIL: 3818
355 522  #SUP: 3 #UTIL: 2357
355 522 605  #SUP: 2 #UTIL: 3440
355 1530 1534  #SUP: 1 #UTIL: 1261
355 1397 521  #SUP: 2 #UTIL: 2510
355 1397 521 1176 1486  #SUP: 1 #UTIL: 1412
355 311 1480 288 571 565  #SUP: 1 #UTIL: 2761
355 974 758 871  #SUP: 1 #UTIL: 2278
355 659  #SUP: 1 #UTIL: 1206
355 1170 351 1147  #SUP: 1 #UTIL: 3279
355 871  #SUP: 2 #UTIL: 1756
1459  #SUP: 17 #UTIL: 7150
1459 1293 1543 241 484 939 717  #SUP: 1 #UTIL: 5452
1459 584 1316 1332 7 511 827  #SUP: 1 #UTIL: 3182
1459 94 11 999 610 1403 976  #SUP: 1 #UTIL: 4831
1459 1463  #SUP: 1 #UTIL: 1364
1459 361 1043 517 450 84 161  #SUP: 1 #UTIL: 4974
1459 933 550 943 1149 733  #SUP: 1 #UTIL: 3760
1459 407 542 157 533 644 1376  #SUP: 1 #UTIL: 3771
1459 550  #SUP: 2 #UTIL: 2155
